"ID",Page,Sub Menu,Feature,Bobot,Test,Action,Step,Expected Result,Actual Result,Status,Progress,Remarks of Test
D-007,Scan-to-Order,Menu Page,,20.00%,[My Cart Bar] Verifikasi tampilan informasi keranjang pada bagian bawah layar,,"Prerequisite: Buka halaman Menu dan tambahkan beberapa item ke keranjang

Steps:
- Periksa bagian My cart pada bagian bawah layar 
- Periksa jumlah item yang ditampilkan 
- Periksa total harga pesanan 
- Periksa posisi tampilan keranjang pada layar","- My cart menampilkan jumlah item yang dipilih 
- Total harga pesanan ditampilkan dengan jelas 
- My cart tetap terlihat di bagian bawah layar saat scroll 
- Informasi keranjang diperbarui secara otomatis",As Expected,DONE,100,
D-008,Scan-to-Order,Item Customization,,20.00%,[Customize Page Display] Verifikasi tampilan halaman Customize item,,"Prerequisite: Buka halaman Menu lalu pilih salah satu item

Steps:
- Tekan salah satu item menu 
- Periksa halaman Customize yang terbuka 
- Periksa informasi item pada halaman 
- Periksa pilihan topping yang tersedia","- Halaman Customize menampilkan nama menu gambar item
- Pilihan topping tambahan tersedia pada halaman 
- Harga item ditampilkan dengan jelas 
- Tata letak halaman Customize rapi dan mudah dibaca",As Expected,DONE,100,
D-009,Scan-to-Order,Item Customization,,20.00%,[Extra Toppings Display] Verifikasi tampilan daftar extra premium toppings,,"Prerequisite: Buka halaman Customize pada salah satu menu

Steps:
- Periksa daftar topping tambahan pada halaman 
- Periksa gambar nama dan harga topping 
- Periksa tombol tambah pada setiap topping 
- Periksa tata letak daftar topping","- Daftar topping seperti Fried Egg Grilled Mushroom Bacon Strips Jalapeños Avocado Slices dan Cheddar Cheese ditampilkan 
- Setiap topping menampilkan gambar nama dan harga 
- Tombol tambah tersedia pada setiap topping 
- Tampilan daftar topping rapi dan mudah dibaca",As Expected,DONE,100,
D-010,Scan-to-Order,Item Customization,,20.00%,[Topping Quantity Control] Verifikasi fungsi tambah atau kurangi topping,,"Prerequisite: Buka halaman Customize pada salah satu menu

Steps:
- Pilih salah satu topping tambahan 
- Tekan tombol plus untuk menambah topping 
- Tekan tombol minus untuk mengurangi topping 
- Periksa perubahan jumlah topping pada layar","- Tombol plus menambah jumlah topping 
- Tombol minus mengurangi jumlah topping 
- Jumlah topping diperbarui secara real time 
- Tampilan halaman tetap stabil tanpa error",As Expected,DONE,100,
D-011,Scan-to-Order,Item Customization,,20.00%,[Subtotal Calculation] Verifikasi perhitungan subtotal pada halaman Customize,,"Prerequisite: Buka halaman Customize pada salah satu menu

Steps:
- Tambahkan beberapa topping pada item 
- Periksa nilai subtotal pada bagian bawah halaman 
- Ubah jumlah topping yang dipilih 
- Periksa perubahan nilai subtotal","- Subtotal diperbarui otomatis saat topping ditambahkan 
- Perhitungan subtotal sesuai dengan jumlah topping yang dipilih 
- Total harga sesuai dengan kombinasi item dan topping 
- Perubahan harga ditampilkan secara real time",As Expected,DONE,100,
D-012,Scan-to-Order,Item Customization,,20.00%,[Add to Cart] Verifikasi fungsi tombol Add to cart,,"Prerequisite: Buka halaman Customize pada salah satu menu

Steps:
- Pilih beberapa opsi atau topping pada item 
- Tekan tombol Add to cart 
- Periksa perubahan pada halaman menu 
- Periksa indikator keranjang pada layar","- Item berhasil ditambahkan ke keranjang 
- Status Added to your cart ditampilkan pada menu 
- Jumlah item pada My cart diperbarui 
- Sistem memproses penambahan item tanpa error",As Expected,DONE,100,
D-013,Scan-to-Order,Menu Search,,14.29%,[Search Field Display] Verifikasi tampilan kolom pencarian menu,,"Prerequisite: Buka halaman Scan-to-Order Home

Steps:
- Tekan kolom Search menu 
- Periksa tampilan halaman pencarian yang terbuka 
- Periksa kolom input pencarian yang tersedia 
- Periksa elemen lain pada halaman pencarian","- Halaman pencarian menampilkan kolom input pencarian dengan placeholder Search menu 
- Tombol Cancel tersedia pada halaman pencarian 
- Riwayat pencarian dan suggested searches ditampilkan 
- Tata letak halaman tersusun rapi dan mudah dibaca",As Expected,DONE,100,
D-014,Scan-to-Order,Menu Search,,14.29%,[Search History Display] Verifikasi tampilan riwayat pencarian menu,,"Prerequisite: Buka halaman pencarian menu

Steps:
- Periksa bagian history pencarian 
- Periksa daftar riwayat pencarian yang ditampilkan 
- Pilih salah satu item pada history 
- Periksa hasil pencarian yang ditampilkan","- Riwayat pencarian pengguna ditampilkan pada bagian history 
- Item history dapat dipilih kembali oleh pengguna 
- Sistem menampilkan hasil pencarian sesuai dengan item yang dipilih 
- Daftar history ditampilkan dengan jelas dan rapi",As Expected,DONE,100,
D-015,Scan-to-Order,Menu Search,,14.29%,[Suggested Searches] Verifikasi tampilan suggested searches pada halaman pencarian,,"Prerequisite: Buka halaman pencarian menu

Steps:
- Periksa daftar suggested searches pada halaman 
- Periksa kategori atau rekomendasi pencarian menu 
- Pilih salah satu suggested search 
- Periksa daftar menu yang ditampilkan","- Suggested searches ditampilkan pada halaman pencarian 
- Daftar berisi kategori atau rekomendasi menu seperti Entrées atau Salads 
- Pengguna dapat memilih suggested search untuk melihat menu terkait 
- Navigasi berjalan lancar tanpa error",As Expected,DONE,100,
D-016,Scan-to-Order,Menu Search,,14.29%,[Menu Search Result] Verifikasi hasil pencarian menu,,"Prerequisite: Buka halaman pencarian menu pada Scan-to-Order

Steps:
- Masukkan kata kunci menu pada kolom pencarian 
- Tekan tombol Search atau tekan Enter pada keyboard 
- Periksa hasil pencarian yang ditampilkan 
- Periksa informasi pada setiap hasil menu","- Sistem menampilkan menu yang sesuai dengan kata kunci pencarian 
- Contoh hasil seperti Ayam Goreng atau Burger Beef ditampilkan 
- Setiap hasil menampilkan gambar menu dan nama item 
- Hasil pencarian ditampilkan dengan jelas dan mudah dibaca",As Expected,DONE,100,
D-017,Scan-to-Order,Menu Search,,14.29%,[Cancel Search] Verifikasi fungsi tombol Cancel pada halaman pencarian,,"Prerequisite: Buka halaman pencarian menu

Steps:
- Periksa tampilan halaman pencarian 
- Tekan tombol Cancel 
- Periksa perubahan halaman setelah tombol ditekan 
- Periksa tampilan menu sebelumnya","- Halaman pencarian ditutup setelah tombol Cancel ditekan 
- Pengguna kembali ke halaman sebelumnya 
- Daftar menu sebelumnya tetap ditampilkan 
- Navigasi kembali berjalan tanpa error",As Expected,DONE,100,
D-018,Scan-to-Order,Menu Search,,14.29%,[Search Results Display] Verifikasi tampilan hasil pencarian menu,,"Prerequisite: Buka halaman pencarian menu

Steps:
- Masukkan kata kunci menu pada kolom pencarian 
- Tekan tombol Search 
- Periksa daftar menu pada halaman hasil pencarian 
- Periksa informasi pada setiap item menu","- Daftar menu yang sesuai dengan kata kunci ditampilkan 
- Setiap item menampilkan gambar menu nama item kalori dan harga 
- Tersedia tombol tambah untuk menambahkan item ke keranjang 
- Tata letak hasil pencarian tersusun rapi tanpa overlap",As Expected,DONE,100,
D-019,Scan-to-Order,Menu Search,,14.29%,[Empty Search Result] Verifikasi tampilan hasil pencarian ketika tidak ada menu ditemukan,,"Prerequisite: Buka halaman pencarian menu

Steps:
- Masukkan kata kunci yang tidak tersedia pada kolom pencarian 
- Tekan tombol Search 
- Periksa tampilan halaman hasil pencarian 
- Periksa pesan informasi yang ditampilkan","- Sistem menampilkan pesan Search results were not found 
- Pesan informasi ditampilkan dengan jelas kepada pengguna 
- Tidak ada daftar menu yang ditampilkan 
- Tampilan halaman tetap stabil tanpa error",As Expected,DONE,100,
D-020,Scan-to-Order,My Cart,,16.67%,[Open Cart] Verifikasi membuka halaman My Cart,,"Prerequisite: Tambahkan beberapa item ke keranjang dari halaman menu

Steps:
- Tekan tombol My cart pada bagian bawah layar 
- Periksa halaman keranjang yang terbuka 
- Periksa daftar item yang ditampilkan 
- Periksa jumlah item pada keranjang","- Halaman My Cart terbuka dengan normal 
- Semua item yang dipilih sebelumnya ditampilkan pada daftar keranjang 
- Setiap item menampilkan nama menu harga dan jumlah item 
- Informasi keranjang ditampilkan dengan jelas dan tersusun rapi",As Expected,DONE,100,
D-021,Scan-to-Order,My Cart,,16.67%,[Cart Item Display] Verifikasi tampilan item pada halaman keranjang,,"Prerequisite: Buka halaman My Cart pada Scan-to-Order

Steps:
- Periksa daftar item yang terdapat pada keranjang 
- Periksa gambar dan nama item pada setiap menu 
- Periksa harga item yang ditampilkan 
- Periksa kontrol jumlah item pada setiap menu","- Setiap item menampilkan gambar menu dan nama item 
- Harga item ditampilkan dengan jelas 
- Kontrol jumlah item tersedia pada setiap item 
- Tata letak item tersusun rapi dan mudah dibaca",As Expected,DONE,100,
D-022,Scan-to-Order,My Cart,,16.67%,[Item Quantity Control] Verifikasi perubahan jumlah item pada keranjang,,"Prerequisite: Buka halaman My Cart dengan beberapa item di keranjang

Steps:
- Pilih salah satu item pada keranjang 
- Tekan tombol plus untuk menambah jumlah item 
- Tekan tombol minus untuk mengurangi jumlah item 
- Periksa perubahan jumlah item dan total harga","- Tombol plus menambah jumlah item 
- Tombol minus mengurangi jumlah item 
- Jumlah item diperbarui secara real time 
- Total harga pada ringkasan pesanan diperbarui otomatis",As Expected,DONE,100,
D-023,Scan-to-Order,My Cart,,16.67%,[Item Edit or Remove] Verifikasi fungsi edit dan remove item,,"Prerequisite: Buka halaman My Cart dengan beberapa item di keranjang

Steps:
- Pilih salah satu item pada keranjang 
- Tekan tombol Edit pada item tersebut 
- Periksa halaman customize yang terbuka 
- Tekan tombol Remove pada item jika tersedia","- Item dapat diedit melalui halaman customize item 
- Setelah edit perubahan item tersimpan di keranjang 
- Item dapat dihapus dari keranjang menggunakan tombol Remove 
- Daftar item pada keranjang diperbarui setelah perubahan",As Expected,DONE,100,
D-024,Scan-to-Order,My Cart,,16.67%,[Order Summary Display] Verifikasi tampilan ringkasan harga pada keranjang,,"Prerequisite: Buka halaman My Cart pada Scan-to-Order

Steps:
- Periksa bagian ringkasan pesanan pada bagian bawah halaman 
- Periksa nilai subtotal item 
- Periksa nilai pajak atau diskon jika tersedia 
- Periksa total harga pesanan","- Subtotal jumlah item ditampilkan dengan jelas 
- Nilai pajak seperti PB1 ditampilkan jika berlaku 
- Nilai diskon ditampilkan jika ada promosi 
- Total harga pesanan dihitung dengan benar",As Expected,DONE,100,
D-025,Scan-to-Order,My Cart,,16.67%,[Submit Order] Verifikasi fungsi tombol Submit order,,"Prerequisite: Buka halaman My Cart dengan item di dalam keranjang

Steps:
- Tekan tombol Submit order 
- Periksa pop up konfirmasi yang muncul 
- Periksa pesan konfirmasi pesanan 
- Periksa opsi tindakan yang tersedia pada popup","- Popup konfirmasi order muncul pada layar 
- Pesan Please confirm your order ditampilkan dengan jelas 
- Tersedia tombol Confirm and submit dan Return to cart 
- Sistem tetap stabil tanpa error",As Expected,DONE,100,
D-026,Scan-to-Order,Order Confirmation,,50.00%,[Confirm Order Action] Verifikasi proses konfirmasi pesanan,,"Prerequisite: Buka popup konfirmasi pada halaman My Cart

Steps:
- Tekan tombol Confirm and submit pada popup 
- Periksa respons sistem setelah konfirmasi 
- Periksa perubahan halaman yang ditampilkan 
- Periksa status item pada keranjang","- Pesanan berhasil dikirim ke sistem 
- Halaman berpindah ke proses berikutnya setelah konfirmasi 
- Item pada keranjang diproses sebagai order 
- Sistem memproses pesanan tanpa error",As Expected,DONE,100,
D-027,Scan-to-Order,Order Confirmation,,50.00%,[Cancel Order Action] Verifikasi fungsi Return to cart pada popup konfirmasi,,"Prerequisite: Buka popup konfirmasi pada halaman My Cart

Steps:
- Tekan tombol Cancel pada pop up submit order 
- Periksa perubahan tampilan setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa item pada keranjang","- Popup konfirmasi ditutup setelah tombol ditekan 
- Pengguna kembali ke halaman My cart
- Item pada keranjang tetap tersimpan tanpa perubahan 
- Sistem tetap stabil tanpa error",As Expected,DONE,100,
D-028,Scan-to-Order,My Order,,14.29%,[Open My Order] Verifikasi membuka halaman My Order,,"Prerequisite: Buka halaman Scan-to-Order Home dengan item pada keranjang

Steps:
- Tekan ikon order atau akses halaman My Order dari halaman utama 
- Periksa halaman yang terbuka 
- Periksa daftar pesanan yang ditampilkan 
- Periksa informasi pada setiap item pesanan","- Halaman My Order terbuka dengan normal 
- Daftar item pesanan yang sebelumnya disubmit melalui my cart ditampilkan 
- Informasi nama menu harga dan jumlah item terlihat jelas 
- Tampilan halaman tersusun rapi dan mudah dibaca",As Expected,DONE,100,
D-029,Scan-to-Order,My Order,,14.29%,[Order Item Display] Verifikasi tampilan daftar item pada My Order,,"Prerequisite: Buka halaman My Order

Steps:
- Periksa daftar item pesanan pada halaman 
- Periksa gambar menu pada setiap item 
- Periksa nama menu harga dan jumlah item 
- Periksa tata letak item pada halaman","- Setiap item menampilkan gambar menu dan nama item 
- Harga item ditampilkan dengan jelas 
- Jumlah item ditampilkan pada sisi kanan item 
- Tata letak item tersusun rapi dan mudah dibaca",As Expected,DONE,100,
D-030,Scan-to-Order,My Order,,14.29%,[Total Payment Display] Verifikasi tampilan total order pada halaman My Order,,"Prerequisite: Buka halaman My Order dengan beberapa item pesanan

Steps:
- Periksa bagian total payment pada bagian bawah halaman 
- Periksa nilai total harga yang ditampilkan 
- Bandingkan total dengan jumlah item pesanan 
- Periksa tampilan ringkasan harga","- Total Payment ditampilkan dengan jelas pada bagian bawah halaman 
- Nilai total sesuai dengan jumlah item dalam pesanan 
- Perhitungan harga ditampilkan dengan benar tanpa selisih 
- Tampilan ringkasan harga mudah dibaca",As Expected,DONE,100,"[Actual Result: untuk sementara pajak pp1 dan ppn masih ditampilkan, tapi nanti akan bisa disetting melalui CMS]"
D-031,Scan-to-Order,My Order,,14.29%,[Proceed Payment Button] Verifikasi fungsi tombol Proceed Payment,,"Prerequisite: Buka halaman My Order dengan pesanan aktif

Steps:
- Tekan tombol Proceed Payment 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa nilai total pesanan yang dibawa ke halaman berikutnya","- Nilai total pesanan tetap terbawa ke proses pembayaran 
- Tampil QRIS
- Navigasi halaman berjalan lancar tanpa error",As Expected,DONE,100,[Actual Result: saat ini baru QRIS saja]
D-032,Scan-to-Order,Payment Method,,12.50%,[Select Payment Method] Verifikasi pemilihan metode pembayaran,,"Prerequisite: Buka halaman Payment Method

Steps:
- Periksa daftar metode pembayaran yang tersedia 
- Pilih salah satu metode pembayaran 
- Periksa indikator metode yang aktif 
- Periksa perubahan tampilan pada metode yang dipilih","- Metode pembayaran dapat dipilih oleh pengguna 
- Indikator pilihan aktif muncul pada metode yang dipilih 
- Hanya satu metode pembayaran yang dapat aktif pada satu waktu 
- Sistem menyimpan pilihan metode pembayaran",,TBA,0,[Actual Result: saat ini baru QRIS saja]
D-033,Scan-to-Order,Payment Method,,12.50%,[Select Payment Button] Verifikasi fungsi tombol Select Payment,,"Prerequisite: Buka halaman Payment Method dan pilih metode pembayaran

Steps:
- Pilih salah satu metode pembayaran 
- Tekan tombol Select Payment 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman pembayaran yang terbuka","- Sistem melanjutkan ke proses pembayaran 
- Metode pembayaran yang dipilih digunakan untuk transaksi 
- Halaman pembayaran terbuka dengan benar 
- Proses berjalan tanpa error",,TBA,0,[Actual Result: saat ini baru QRIS saja]
